filename,cardId,name,cardType,settlementMode,productionMode,resourceType,isStartWorld,isSixCost,prompt
cards/prosperous-world.webp,prosperous-world,Prosperous World,world,payment,production,novelty,False,False,"""Prosperous World"" an industrious inhabited world with visible extraction or refinery works accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/public-works.webp,public-works,Public Works,development,,,,False,False,"""Public Works"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/radioactive-world.webp,radioactive-world,Radioactive World,world,payment,windfall,rare,False,False,"""Radioactive World"" an untouched or abandoned world holding an unclaimed resource cache accent palette amber and burnt copper neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/rebel-base.webp,rebel-base,Rebel Base,world,military,none,,False,False,"""Rebel Base"" a fortified or contested world seen from orbit, with defensive installations insurgent markings, scorched armour plating accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/rebel-fuel-cache.webp,rebel-fuel-cache,Rebel Fuel Cache,world,military,windfall,rare,False,False,"""Rebel Fuel Cache"" a fortified or contested world seen from orbit, with defensive installations insurgent markings, scorched armour plating accent palette amber and burnt copper neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/rebel-homeworld.webp,rebel-homeworld,Rebel Homeworld,world,military,none,,False,False,"""Rebel Homeworld"" a fortified or contested world seen from orbit, with defensive installations insurgent markings, scorched armour plating accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/rebel-miners.webp,rebel-miners,Rebel Miners,world,military,production,rare,False,False,"""Rebel Miners"" a fortified or contested world seen from orbit, with defensive installations insurgent markings, scorched armour plating accent palette amber and burnt copper neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/rebel-outpost.webp,rebel-outpost,Rebel Outpost,world,military,none,,False,False,"""Rebel Outpost"" a fortified or contested world seen from orbit, with defensive installations insurgent markings, scorched armour plating accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/rebel-underground.webp,rebel-underground,Rebel Underground,world,military,none,,False,False,"""Rebel Underground"" a fortified or contested world seen from orbit, with defensive installations insurgent markings, scorched armour plating accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/rebel-warrior-race.webp,rebel-warrior-race,Rebel Warrior Race,world,military,windfall,genes,False,False,"""Rebel Warrior Race"" a fortified or contested world seen from orbit, with defensive installations insurgent markings, scorched armour plating accent palette acid green and pale jade neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/refugee-world.webp,refugee-world,Refugee World,world,payment,windfall,novelty,False,False,"""Refugee World"" an untouched or abandoned world holding an unclaimed resource cache accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/replicant-robots.webp,replicant-robots,Replicant Robots,development,,,,False,False,"""Replicant Robots"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/reptilian-uplift-race.webp,reptilian-uplift-race,Reptilian Uplift Race,world,military,windfall,genes,False,False,"""Reptilian Uplift Race"" a fortified or contested world seen from orbit, with defensive installations accent palette acid green and pale jade neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/research-labs.webp,research-labs,Research Labs,development,,,,False,False,"""Research Labs"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/runaway-robots.webp,runaway-robots,Runaway Robots,world,military,windfall,rare,False,False,"""Runaway Robots"" a fortified or contested world seen from orbit, with defensive installations accent palette amber and burnt copper neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/secluded-world.webp,secluded-world,Secluded World,world,payment,production,novelty,False,False,"""Secluded World"" an industrious inhabited world with visible extraction or refinery works accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/space-marines.webp,space-marines,Space Marines,development,,,,False,False,"""Space Marines"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/space-port.webp,space-port,Space Port,world,payment,production,novelty,False,False,"""Space Port"" an industrious inhabited world with visible extraction or refinery works accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/spice-world.webp,spice-world,Spice World,world,payment,production,novelty,False,False,"""Spice World"" an industrious inhabited world with visible extraction or refinery works accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/star-nomad-lair.webp,star-nomad-lair,Star Nomad Lair,world,military,windfall,novelty,False,False,"""Star Nomad Lair"" a fortified or contested world seen from orbit, with defensive installations accent palette electric cyan and white neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/terraformed-world.webp,terraformed-world,Terraformed World,world,payment,none,,False,False,"""Terraformed World"" a quiet colonised world seen from orbit accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/terraforming-robots.webp,terraforming-robots,Terraforming Robots,development,,,,False,False,"""Terraforming Robots"" an engineered facility, machine, or civic structure in deep space accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/the-last-of-the-uplift-gnarssh.webp,the-last-of-the-uplift-gnarssh,The Last of the Uplift Gnarssh,world,military,windfall,genes,False,False,"""The Last of the Uplift Gnarssh"" a fortified or contested world seen from orbit, with defensive installations accent palette acid green and pale jade neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/tourist-world.webp,tourist-world,Tourist World,world,payment,none,,False,False,"""Tourist World"" a quiet colonised world seen from orbit accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
cards/trade-league.webp,trade-league,Trade League,development,,,,False,True,"""Trade League"" a vast orbital institution or megastructure, seen from a distance accent palette neon lime on gunmetal neon-mechanical science fiction, dark substrate, emissive rim light, clean geometric silhouettes, thin glowing linework, volumetric haze, no text, no letters, no numbers, no logos, no people in close-up, centred composition with calm mid-tone middle so overlaid UI stays legible, portrait 3:4"
